ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2025-07-26T11:49:36.383-0400,SR_LF_HOSTS[4]_THREADS[1]_BLOCKSIZE[32K]_FILESIZE[1G]_IODEPTH[1],file,1,4,1,,,1073741824,32768,1,0,,1,1,0,READ,3475,22513,,,3417,1455,106,45,6,6,,,371,1024,,,,154,2150,207361,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--hosts" "centos01.beastmode.local.net centos02.beastmode.local.net centos03.beastmode.local.net centos04.beastmode.local.net" "--label" "SR_LF_HOSTS[4]_THREADS[1]_BLOCKSIZE[32K]_FILESIZE[1G]_IODEPTH[1]" "--read" "--iodepth=1" "--threads=1" "--block=32K" "--size=1G" "--timelimit" "300" "--live1" "--livecsvex" "--livecsv" "/home/spillman/elcrapo/result-logs/20250726_1149/20250726_1149_SR_LF_SSD_RampTest-live.csv" "--csvfile" "/home/spillman/elcrapo/result-logs/20250726_1149/20250726_1149_SR_LF_SSD_RampTest.csv" "--resfile" "/home/spillman/elcrapo/result-logs/20250726_1149/20250726_1149_SR_LF_SSD_RampTest.log" "--log" "0" "--cpu" "--lat" "--direct" "/mnt/elcrapo_ssd/20250726_1149_F8B29C5A-1D42-4217-A8BE-6866FFAFA810.BIN" 
