ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2025-08-05T02:26:19.173-0400,004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33,dir,1,1,1,1,1,8589934592,1048576,0,0,,1,,0,MKDIRS,0,0,8264,8264,,,,,0,0,1,1,,,25,25,25,,,,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--label" "004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33" "--write" "--read" "--trunctosize" "--cpu" "--lat" "--log" "0" "--timelimit" "900" "--no0usecerr" "--dirsharing" "--files" "1" "--dirs" "1" "--mkdirs" "--deldirs" "--delfiles" "--live1" "--livecsvex" "--liveint" "1000" "--iodepth=1" "--threads=1" "--block=1M" "--size=8G" "--csvfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.csv" "--resfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.txt" "--livecsv" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.live" "/mnt/Drives/12000b/benchmark_tests/data_testing/wcx10.1.33" 
2025-08-05T02:26:19.173-0400,004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33,dir,1,1,1,1,1,8589934592,1048576,0,0,,1,,0,WRITE,6357,6357,0,0,1288,1288,1288,1288,12,12,1,1,8192,8192,6357945,6357945,6357945,749,775,1019,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--label" "004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33" "--write" "--read" "--trunctosize" "--cpu" "--lat" "--log" "0" "--timelimit" "900" "--no0usecerr" "--dirsharing" "--files" "1" "--dirs" "1" "--mkdirs" "--deldirs" "--delfiles" "--live1" "--livecsvex" "--liveint" "1000" "--iodepth=1" "--threads=1" "--block=1M" "--size=8G" "--csvfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.csv" "--resfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.txt" "--livecsv" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.live" "/mnt/Drives/12000b/benchmark_tests/data_testing/wcx10.1.33" 
2025-08-05T02:26:25.532-0400,004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33,dir,1,1,1,1,1,8589934592,1048576,0,0,,1,,0,READ,653,653,1,1,12532,12532,12532,12532,12,12,1,1,8192,8192,653620,653620,653620,70,79,190,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--label" "004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33" "--write" "--read" "--trunctosize" "--cpu" "--lat" "--log" "0" "--timelimit" "900" "--no0usecerr" "--dirsharing" "--files" "1" "--dirs" "1" "--mkdirs" "--deldirs" "--delfiles" "--live1" "--livecsvex" "--liveint" "1000" "--iodepth=1" "--threads=1" "--block=1M" "--size=8G" "--csvfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.csv" "--resfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.txt" "--livecsv" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.live" "/mnt/Drives/12000b/benchmark_tests/data_testing/wcx10.1.33" 
2025-08-05T02:26:26.186-0400,004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33,dir,1,1,1,1,1,8589934592,1048576,0,0,,1,,0,RMFILES,1494,1494,0,0,,,,,14,14,1,1,,,1494897,1494897,1494897,,,,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--label" "004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33" "--write" "--read" "--trunctosize" "--cpu" "--lat" "--log" "0" "--timelimit" "900" "--no0usecerr" "--dirsharing" "--files" "1" "--dirs" "1" "--mkdirs" "--deldirs" "--delfiles" "--live1" "--livecsvex" "--liveint" "1000" "--iodepth=1" "--threads=1" "--block=1M" "--size=8G" "--csvfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.csv" "--resfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.txt" "--livecsv" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.live" "/mnt/Drives/12000b/benchmark_tests/data_testing/wcx10.1.33" 
2025-08-05T02:26:27.681-0400,004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33,dir,1,1,1,1,1,8589934592,1048576,0,0,,1,,0,RMDIRS,0,0,12195,12195,,,,,0,0,1,1,,,40,40,40,,,,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--label" "004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33" "--write" "--read" "--trunctosize" "--cpu" "--lat" "--log" "0" "--timelimit" "900" "--no0usecerr" "--dirsharing" "--files" "1" "--dirs" "1" "--mkdirs" "--deldirs" "--delfiles" "--live1" "--livecsvex" "--liveint" "1000" "--iodepth=1" "--threads=1" "--block=1M" "--size=8G" "--csvfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.csv" "--resfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.txt" "--livecsv" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_004_SEQUENTIAL__8G_1M_1T_1D__WCX10.1.33.live" "/mnt/Drives/12000b/benchmark_tests/data_testing/wcx10.1.33" 
