ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2025-08-05T02:26:48.879-0400,007_RANDOM__4G_4K_2T_1D__WCX10.1.33,dir,1,1,2,1,1,4294967296,4096,0,1,1,1,,0,MKDIRS,0,0,15267,15267,,,,,0,0,2,2,,,40,40,40,,,,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--label" "007_RANDOM__4G_4K_2T_1D__WCX10.1.33" "--write" "--read" "--rand" "--randalgo" "fast" "--trunctosize" "--cpu" "--lat" "--log" "0" "--timelimit" "900" "--no0usecerr" "--dirsharing" "--files" "1" "--dirs" "1" "--mkdirs" "--deldirs" "--delfiles" "--live1" "--livecsvex" "--liveint" "1000" "--iodepth=1" "--threads=2" "--block=4K" "--size=4G" "--csvfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.csv" "--resfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.txt" "--livecsv" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.live" "/mnt/Drives/12000b/benchmark_tests/data_testing/wcx10.1.33" 
2025-08-05T02:26:48.880-0400,007_RANDOM__4G_4K_2T_1D__WCX10.1.33,dir,1,1,2,1,1,4294967296,4096,0,1,1,1,,0,WRITE,4493,4504,0,0,466051,465610,1820,1818,18,18,1,2,8180,8192,4493198,4498626,4504055,1,3,287,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--label" "007_RANDOM__4G_4K_2T_1D__WCX10.1.33" "--write" "--read" "--rand" "--randalgo" "fast" "--trunctosize" "--cpu" "--lat" "--log" "0" "--timelimit" "900" "--no0usecerr" "--dirsharing" "--files" "1" "--dirs" "1" "--mkdirs" "--deldirs" "--delfiles" "--live1" "--livecsvex" "--liveint" "1000" "--iodepth=1" "--threads=2" "--block=4K" "--size=4G" "--csvfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.csv" "--resfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.txt" "--livecsv" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.live" "/mnt/Drives/12000b/benchmark_tests/data_testing/wcx10.1.33" 
2025-08-05T02:26:53.387-0400,007_RANDOM__4G_4K_2T_1D__WCX10.1.33,dir,1,1,2,1,1,4294967296,4096,0,1,1,1,,0,READ,1764,1768,0,1,1186635,1185679,4635,4631,16,16,1,2,8178,8192,1764434,1766570,1768706,0,1,218,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--label" "007_RANDOM__4G_4K_2T_1D__WCX10.1.33" "--write" "--read" "--rand" "--randalgo" "fast" "--trunctosize" "--cpu" "--lat" "--log" "0" "--timelimit" "900" "--no0usecerr" "--dirsharing" "--files" "1" "--dirs" "1" "--mkdirs" "--deldirs" "--delfiles" "--live1" "--livecsvex" "--liveint" "1000" "--iodepth=1" "--threads=2" "--block=4K" "--size=4G" "--csvfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.csv" "--resfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.txt" "--livecsv" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.live" "/mnt/Drives/12000b/benchmark_tests/data_testing/wcx10.1.33" 
2025-08-05T02:26:55.156-0400,007_RANDOM__4G_4K_2T_1D__WCX10.1.33,dir,1,1,2,1,1,4294967296,4096,0,1,1,1,,0,RMFILES,985,996,1,2,,,,,24,24,1,2,,,985264,990670,996076,,,,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--label" "007_RANDOM__4G_4K_2T_1D__WCX10.1.33" "--write" "--read" "--rand" "--randalgo" "fast" "--trunctosize" "--cpu" "--lat" "--log" "0" "--timelimit" "900" "--no0usecerr" "--dirsharing" "--files" "1" "--dirs" "1" "--mkdirs" "--deldirs" "--delfiles" "--live1" "--livecsvex" "--liveint" "1000" "--iodepth=1" "--threads=2" "--block=4K" "--size=4G" "--csvfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.csv" "--resfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.txt" "--livecsv" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.live" "/mnt/Drives/12000b/benchmark_tests/data_testing/wcx10.1.33" 
2025-08-05T02:26:56.153-0400,007_RANDOM__4G_4K_2T_1D__WCX10.1.33,dir,1,1,2,1,1,4294967296,4096,0,1,1,1,,0,RMDIRS,0,0,23529,23529,,,,,0,0,2,2,,,35,40,45,,,,,,,,,,,,,,,,,,,,3.0-29,"/usr/bin/elbencho" "--label" "007_RANDOM__4G_4K_2T_1D__WCX10.1.33" "--write" "--read" "--rand" "--randalgo" "fast" "--trunctosize" "--cpu" "--lat" "--log" "0" "--timelimit" "900" "--no0usecerr" "--dirsharing" "--files" "1" "--dirs" "1" "--mkdirs" "--deldirs" "--delfiles" "--live1" "--livecsvex" "--liveint" "1000" "--iodepth=1" "--threads=2" "--block=4K" "--size=4G" "--csvfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.csv" "--resfile" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.txt" "--livecsv" "/home/spillman/pyprojects/elcrapo/result-logs/20250805/20250805_0225/wcx10.1.33_007_RANDOM__4G_4K_2T_1D__WCX10.1.33.live" "/mnt/Drives/12000b/benchmark_tests/data_testing/wcx10.1.33" 
