ISO Date,Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Lat Ent us,Lat IO us,Active,CPU,Service,
2025-07-24T01:57:13.130-0400,Sequential_Read_Large_File_Disk[HDD]_Threads[2]_Blocks[1M]_Size[1G],READ,2000,Total,,18,201326592,96,96,0,0,0,107426,12,8,,
2025-07-24T01:57:15.130-0400,Sequential_Read_Large_File_Disk[HDD]_Threads[2]_Blocks[1M]_Size[1G],READ,4000,Total,,40,434110464,111,111,0,0,0,107113,12,7,,
2025-07-24T01:57:17.130-0400,Sequential_Read_Large_File_Disk[HDD]_Threads[2]_Blocks[1M]_Size[1G],READ,6000,Total,,62,670040064,112,112,0,0,0,107880,12,8,,
2025-07-24T01:57:19.130-0400,Sequential_Read_Large_File_Disk[HDD]_Threads[2]_Blocks[1M]_Size[1G],READ,8000,Total,,76,824180736,73,73,0,0,0,168766,6,0,,
2025-07-24T01:57:21.130-0400,Sequential_Read_Large_File_Disk[HDD]_Threads[2]_Blocks[1M]_Size[1G],READ,10000,Total,,83,894435328,33,33,0,0,0,183290,6,0,,
2025-07-24T01:57:23.130-0400,Sequential_Read_Large_File_Disk[HDD]_Threads[2]_Blocks[1M]_Size[1G],READ,12000,Total,,90,969932800,36,36,0,0,0,178497,6,1,,
2025-07-24T01:57:25.130-0400,Sequential_Read_Large_File_Disk[HDD]_Threads[2]_Blocks[1M]_Size[1G],READ,14000,Total,,97,1044381696,35,35,0,0,0,165360,6,1,,
